1.68904824,0.000176018,0.000176018,0.000176018
1.996088657,0.000148984,0.000148984,0.000148984
2.248370274,0.00015126,0.00015126,0.00015126
2.498696219,0.000159502,0.000159502,0.000159502
2.747066493,0.000164411,0.000164411,0.000164411
2.99934811,0.000142361,0.000142361,0.000142361
3.249674055,9.7456E-05,9.7456E-05,9.7456E-05
3.496088657,4.60189E-05,4.60189E-05,4.60189E-05
3.750325945,1.86737E-05,1.86737E-05,1.86737E-05
3.998696219,7.99038E-06,7.99038E-06,7.99038E-06
4.250977836,3.74458E-06,3.74458E-06,3.74458E-06
4.49934811,2.01136E-06,2.01136E-06,2.01136E-06
4.747718383,1.1221E-06,1.1221E-06,1.1221E-06
5,7.92E-07,4.22E-07,1.15664E-06
